NODES: 27
ARCS: 275

NODE
Idn                                      name                           x               y               Type           
HUB_2                                    Hub 2                          41.022780       14.311440       HUB            
HUB_3                                    Hub 3                          40.856160       14.318900       HUB            
H_10_origin_6                            Azienda Ospedaliera Universitaria Luigi Vanvitelli 40.853700       14.251300       H_ORIGIN       
H_10_origin_7                            Azienda Ospedaliera Universitaria Luigi Vanvitelli 40.853700       14.251300       H_ORIGIN       
H_15_origin_8                            Ospedale Maddaloni             41.044200       14.380000       H_ORIGIN       
H_16_origin_1                            Presidio Sanitario Napoli Est Barra 40.846700       14.319200       H_ORIGIN       
H_17_origin_10                           Presidio Ospedaliero Santa Maria delle Grazie 40.855600       14.077200       H_ORIGIN       
H_18_origin_5                            Ospedale San Giuliano          40.923900       14.202100       H_ORIGIN       
H_1_origin_9                             Ospedale S. Maria di Loreto    40.848300       14.272500       H_ORIGIN       
H_21_origin_3                            Ospedale Marina USA            40.993900       14.256400       H_ORIGIN       
H_2_origin_2                             Ospedale del Mare              40.852200       14.344700       H_ORIGIN       
H_8_origin_4                             Ospedale Fatebenefratelli      40.817700       14.199000       H_ORIGIN       
H_15_dest_5                              Ospedale Maddaloni             41.044200       14.380000       H_DESTINATION  
H_15_dest_7                              Ospedale Maddaloni             41.044200       14.380000       H_DESTINATION  
H_17_dest_9                              Presidio Ospedaliero Santa Maria delle Grazie 40.855600       14.077200       H_DESTINATION  
H_19_dest_1                              Presidio Ospedaliero Cavalier Raffaele Apicella 40.858800       14.381700       H_DESTINATION  
H_19_dest_2                              Presidio Ospedaliero Cavalier Raffaele Apicella 40.858800       14.381700       H_DESTINATION  
H_19_dest_6                              Presidio Ospedaliero Cavalier Raffaele Apicella 40.858800       14.381700       H_DESTINATION  
H_1_dest_3                               Ospedale S. Maria di Loreto    40.848300       14.272500       H_DESTINATION  
H_1_dest_4                               Ospedale S. Maria di Loreto    40.848300       14.272500       H_DESTINATION  
H_21_dest_10                             Ospedale Marina USA            40.993900       14.256400       H_DESTINATION  
H_4_dest_8                               ICS Hermitage Maugeri Napoli   40.881400       14.247800       H_DESTINATION  
F_14                                     Facility 14                    40.943186       14.289184       FACILITY       
F_19                                     Facility 19                    40.993636       14.289184       FACILITY       
F_3                                      Facility 3                     40.842285       14.222379       FACILITY       
F_7                                      Facility 7                     40.892735       14.155575       FACILITY       
F_9                                      Facility 9                     40.892735       14.289184       FACILITY       

ARC
Ida      Idn_o                                    Idn_d                                    Avg_ttime[min.]      Label     
9        F_9                                      H_1_dest_3                               10.27                USED      
23       H_2_origin_2                             H_19_dest_2                              6.39                 USED      
38       H_21_origin_3                            F_9                                      23.16                USED      
56       F_7                                      H_21_dest_10                             28.16                USED      
82       H_10_origin_6                            H_19_dest_6                              21.96                USED      
95       H_1_origin_9                             F_3                                      8.54                 USED      
105      H_15_origin_8                            F_14                                     27.15                USED      
111      F_14                                     H_15_dest_7                              27.15                USED      
131      F_14                                     H_4_dest_8                               15.40                USED      
132      H_17_origin_10                           F_7                                      15.55                USED      
144      F_19                                     H_15_dest_5                              18.94                USED      
157      H_10_origin_7                            F_14                                     20.89                USED      
180      H_8_origin_4                             H_1_dest_4                               14.12                USED      
199      F_3                                      H_17_dest_9                              24.60                USED      
212      H_18_origin_5                            F_19                                     21.32                USED      
229      HUB_2                                    H_15_origin_8                            12.45                USED      
244      H_16_origin_1                            H_19_dest_1                              10.85                USED      
257      HUB_3                                    H_2_origin_2                             4.43                 USED      
271      HUB_3                                    H_18_origin_5                            24.75                USED      
1        F_9                                      H_2_origin_2                             12.98                NOT USED  
2        F_9                                      H_19_dest_2                              17.29                NOT USED  
3        F_9                                      H_21_origin_3                            23.16                NOT USED  
4        F_9                                      F_7                                      22.46                NOT USED  
5        F_9                                      H_10_origin_6                            10.77                NOT USED  
6        F_9                                      H_19_dest_1                              17.29                NOT USED  
7        F_9                                      H_1_origin_9                             10.27                NOT USED  
8        F_9                                      F_14                                     11.22                NOT USED  
10       F_9                                      F_19                                     22.44                NOT USED  
11       F_9                                      H_21_dest_10                             23.16                NOT USED  
12       F_9                                      H_10_origin_7                            10.77                NOT USED  
13       F_9                                      H_8_origin_4                             22.55                NOT USED  
14       F_9                                      F_3                                      15.88                NOT USED  
15       F_9                                      H_18_origin_5                            16.19                NOT USED  
16       F_9                                      HUB_2                                    29.16                NOT USED  
17       F_9                                      H_16_origin_1                            11.41                NOT USED  
18       F_9                                      H_1_dest_4                               10.27                NOT USED  
19       F_9                                      H_19_dest_6                              17.29                NOT USED  
20       F_9                                      HUB_3                                    9.55                 NOT USED  
21       F_9                                      H_4_dest_8                               7.40                 NOT USED  
22       H_2_origin_2                             F_9                                      12.98                NOT USED  
24       H_2_origin_2                             H_10_origin_6                            15.71                NOT USED  
25       H_2_origin_2                             H_19_dest_1                              6.39                 NOT USED  
26       H_2_origin_2                             H_1_origin_9                             12.18                NOT USED  
27       H_2_origin_2                             F_14                                     22.28                NOT USED  
28       H_2_origin_2                             H_1_dest_3                               12.18                NOT USED  
29       H_2_origin_2                             H_10_origin_7                            15.71                NOT USED  
30       H_2_origin_2                             H_8_origin_4                             25.69                NOT USED  
31       H_2_origin_2                             F_3                                      20.70                NOT USED  
32       H_2_origin_2                             H_18_origin_5                            28.79                NOT USED  
33       H_2_origin_2                             H_16_origin_1                            4.46                 NOT USED  
34       H_2_origin_2                             H_1_dest_4                               12.18                NOT USED  
35       H_2_origin_2                             H_19_dest_6                              6.39                 NOT USED  
36       H_2_origin_2                             HUB_3                                    4.43                 NOT USED  
37       H_2_origin_2                             H_4_dest_8                               17.54                NOT USED  
39       H_21_origin_3                            H_15_dest_7                              23.56                NOT USED  
40       H_21_origin_3                            F_7                                      28.16                NOT USED  
41       H_21_origin_3                            H_15_origin_8                            23.56                NOT USED  
42       H_21_origin_3                            H_15_dest_5                              23.56                NOT USED  
43       H_21_origin_3                            F_14                                     12.55                NOT USED  
44       H_21_origin_3                            F_19                                     5.50                 NOT USED  
45       H_21_origin_3                            H_21_dest_10                             0.00                 NOT USED  
46       H_21_origin_3                            H_18_origin_5                            18.04                NOT USED  
47       H_21_origin_3                            HUB_2                                    11.25                NOT USED  
48       H_21_origin_3                            H_4_dest_8                               25.06                NOT USED  
49       F_7                                      F_9                                      22.46                NOT USED  
50       F_7                                      H_21_origin_3                            28.16                NOT USED  
51       F_7                                      H_10_origin_6                            18.29                NOT USED  
52       F_7                                      H_1_origin_9                             22.01                NOT USED  
53       F_7                                      F_14                                     25.10                NOT USED  
54       F_7                                      H_1_dest_3                               22.01                NOT USED  
55       F_7                                      H_17_origin_10                           15.55                NOT USED  
57       F_7                                      H_10_origin_7                            18.29                NOT USED  
58       F_7                                      H_8_origin_4                             18.22                NOT USED  
59       F_7                                      F_3                                      15.88                NOT USED  
60       F_7                                      H_18_origin_5                            10.45                NOT USED  
61       F_7                                      H_16_origin_1                            29.36                NOT USED  
62       F_7                                      H_1_dest_4                               22.01                NOT USED  
63       F_7                                      H_17_dest_9                              15.55                NOT USED  
64       F_7                                      HUB_3                                    28.64                NOT USED  
65       F_7                                      H_4_dest_8                               15.71                NOT USED  
66       H_10_origin_6                            F_9                                      10.77                NOT USED  
67       H_10_origin_6                            H_2_origin_2                             15.71                NOT USED  
68       H_10_origin_6                            H_19_dest_2                              21.96                NOT USED  
69       H_10_origin_6                            F_7                                      18.29                NOT USED  
70       H_10_origin_6                            H_19_dest_1                              21.96                NOT USED  
71       H_10_origin_6                            H_1_origin_9                             3.76                 NOT USED  
72       H_10_origin_6                            F_14                                     20.89                NOT USED  
73       H_10_origin_6                            H_1_dest_3                               3.76                 NOT USED  
74       H_10_origin_6                            H_17_origin_10                           29.29                NOT USED  
75       H_10_origin_6                            H_10_origin_7                            0.00                 NOT USED  
76       H_10_origin_6                            H_8_origin_4                             11.90                NOT USED  
77       H_10_origin_6                            F_3                                      5.49                 NOT USED  
78       H_10_origin_6                            H_18_origin_5                            17.67                NOT USED  
79       H_10_origin_6                            H_16_origin_1                            11.53                NOT USED  
80       H_10_origin_6                            H_1_dest_4                               3.76                 NOT USED  
81       H_10_origin_6                            H_17_dest_9                              29.29                NOT USED  
83       H_10_origin_6                            HUB_3                                    11.38                NOT USED  
84       H_10_origin_6                            H_4_dest_8                               6.19                 NOT USED  
85       H_1_origin_9                             F_9                                      10.27                NOT USED  
86       H_1_origin_9                             H_2_origin_2                             12.18                NOT USED  
87       H_1_origin_9                             H_19_dest_2                              18.52                NOT USED  
88       H_1_origin_9                             F_7                                      22.01                NOT USED  
89       H_1_origin_9                             H_10_origin_6                            3.76                 NOT USED  
90       H_1_origin_9                             H_19_dest_1                              18.52                NOT USED  
91       H_1_origin_9                             F_14                                     21.29                NOT USED  
92       H_1_origin_9                             H_1_dest_3                               0.00                 NOT USED  
93       H_1_origin_9                             H_10_origin_7                            3.76                 NOT USED  
94       H_1_origin_9                             H_8_origin_4                             14.12                NOT USED  
96       H_1_origin_9                             H_18_origin_5                            20.56                NOT USED  
97       H_1_origin_9                             H_16_origin_1                            7.86                 NOT USED  
98       H_1_origin_9                             H_1_dest_4                               0.00                 NOT USED  
99       H_1_origin_9                             H_19_dest_6                              18.52                NOT USED  
100      H_1_origin_9                             HUB_3                                    8.00                 NOT USED  
101      H_1_origin_9                             H_4_dest_8                               8.45                 NOT USED  
102      H_15_origin_8                            H_15_dest_7                              0.00                 NOT USED  
103      H_15_origin_8                            H_21_origin_3                            23.56                NOT USED  
104      H_15_origin_8                            H_15_dest_5                              0.00                 NOT USED  
106      H_15_origin_8                            F_19                                     18.94                NOT USED  
107      H_15_origin_8                            H_21_dest_10                             23.56                NOT USED  
108      H_15_origin_8                            HUB_2                                    12.45                NOT USED  
109      F_14                                     F_9                                      11.22                NOT USED  
110      F_14                                     H_2_origin_2                             22.28                NOT USED  
112      F_14                                     H_19_dest_2                              24.37                NOT USED  
113      F_14                                     H_21_origin_3                            12.55                NOT USED  
114      F_14                                     F_7                                      25.10                NOT USED  
115      F_14                                     H_10_origin_6                            20.89                NOT USED  
116      F_14                                     H_19_dest_1                              24.37                NOT USED  
117      F_14                                     H_1_origin_9                             21.29                NOT USED  
118      F_14                                     H_15_origin_8                            27.15                NOT USED  
119      F_14                                     H_15_dest_5                              27.15                NOT USED  
