NODES: 24
ARCS: 221

NODE
Idn                                      name                           x               y               Type           
HUB_1                                    Hub 1                          45.496583       9.140375        HUB            
HUB_3                                    Hub 3                          45.536733       9.261567        HUB            
H_11_origin_5                            Humanitas San Pio X Ospedale e Poliambulatorio 45.498700       9.189600        H_ORIGIN       
H_14_origin_8                            Ospedale San Gerardo Monza     45.607100       9.258700        H_ORIGIN       
H_17_origin_2                            Ospedale di Cernusco sul Naviglio 45.525000       9.332200        H_ORIGIN       
H_18_origin_10                           Ospedale di Abbiategrasso      45.398900       8.919700        H_ORIGIN       
H_1_origin_1                             IRCCS Ospedale Galeazzi - Sant'Ambrogio 45.527500       9.097100        H_ORIGIN       
H_2_origin_7                             Ospedale di Garbagnate Milanese 'Guido Salvini' - ASST Rhodense 45.587400       9.094000        H_ORIGIN       
H_4_origin_6                             Ospedale Maggiore Policlinico di Milano 45.464200       9.194700        H_ORIGIN       
H_5_origin_4                             IRCCS Ospedale San Raffaele    45.512900       9.264400        H_ORIGIN       
H_9_origin_3                             Ospedale dei Bambini Vittore Buzzi 45.490200       9.166200        H_ORIGIN       
H_9_origin_9                             Ospedale dei Bambini Vittore Buzzi 45.490200       9.166200        H_ORIGIN       
H_10_dest_1                              ASST Nord Milano - Ospedale Città di Sesto San Giovanni 45.540800       9.226300        H_DESTINATION  
H_16_dest_7                              Ospedale di Garbagnate         45.587000       9.094000        H_DESTINATION  
H_18_dest_2                              Ospedale di Abbiategrasso      45.398900       8.919700        H_DESTINATION  
H_18_dest_6                              Ospedale di Abbiategrasso      45.398900       8.919700        H_DESTINATION  
H_18_dest_9                              Ospedale di Abbiategrasso      45.398900       8.919700        H_DESTINATION  
H_3_dest_5                               ASST Grande Ospedale Metropolitano Niguarda 45.514300       9.187900        H_DESTINATION  
H_4_dest_3                               Ospedale Maggiore Policlinico di Milano 45.464200       9.194700        H_DESTINATION  
H_6_dest_10                              Ospedale Fatebenefratelli      45.472500       9.184400        H_DESTINATION  
H_6_dest_4                               Ospedale Fatebenefratelli      45.472500       9.184400        H_DESTINATION  
H_8_dest_8                               Ospedale San Paolo             45.437900       9.159200        H_DESTINATION  
F_10                                     Facility 10                    45.453577       9.064646        FACILITY       
F_19                                     Facility 19                    45.504027       9.208544        FACILITY       

ARC
Ida      Idn_o                                    Idn_d                                    Avg_ttime[min.]      Label     
2        F_19                                     H_8_dest_8                               16.60                USED      
14       F_19                                     F_10                                     25.09                USED      
26       H_9_origin_3                             H_4_dest_3                               7.29                 USED      
54       H_5_origin_4                             H_6_dest_4                               15.37                USED      
59       H_2_origin_7                             H_16_dest_7                              0.09                 USED      
70       H_18_origin_10                           F_10                                     25.68                USED      
83       H_4_origin_6                             F_10                                     20.42                USED      
89       HUB_1                                    H_9_origin_3                             4.27                 USED      
93       HUB_1                                    H_2_origin_7                             21.45                USED      
102      HUB_1                                    F_10                                     15.20                USED      
103      HUB_1                                    H_9_origin_9                             4.27                 USED      
104      HUB_1                                    H_1_origin_1                             9.63                 USED      
112      HUB_3                                    H_5_origin_4                             5.32                 USED      
124      HUB_3                                    H_14_origin_8                            15.66                USED      
127      H_17_origin_2                            F_19                                     19.83                USED      
143      H_11_origin_5                            H_3_dest_5                               3.48                 USED      
162      F_10                                     H_18_dest_9                              25.68                USED      
164      F_10                                     H_18_dest_2                              25.68                USED      
166      F_10                                     H_18_origin_10                           25.68                USED      
171      F_10                                     H_18_dest_6                              25.68                USED      
173      F_10                                     H_6_dest_10                              19.15                USED      
189      H_9_origin_9                             F_10                                     17.81                USED      
200      H_1_origin_1                             H_10_dest_1                              20.34                USED      
211      H_14_origin_8                            F_19                                     24.22                USED      
1        F_19                                     H_9_origin_3                             7.28                 NOT USED  
3        F_19                                     H_3_dest_5                               3.95                 NOT USED  
4        F_19                                     H_5_origin_4                             8.93                 NOT USED  
5        F_19                                     H_2_origin_7                             25.73                NOT USED  
6        F_19                                     H_10_dest_1                              8.63                 NOT USED  
7        F_19                                     H_4_dest_3                               9.12                 NOT USED  
8        F_19                                     H_4_origin_6                             9.12                 NOT USED  
9        F_19                                     H_16_dest_7                              25.67                NOT USED  
10       F_19                                     HUB_1                                    10.75                NOT USED  
11       F_19                                     HUB_3                                    11.01                NOT USED  
12       F_19                                     H_17_origin_2                            19.83                NOT USED  
13       F_19                                     H_11_origin_5                            3.18                 NOT USED  
15       F_19                                     H_9_origin_9                             7.28                 NOT USED  
16       F_19                                     H_1_origin_1                             18.13                NOT USED  
17       F_19                                     H_14_origin_8                            24.22                NOT USED  
18       F_19                                     H_6_dest_10                              7.96                 NOT USED  
19       F_19                                     H_6_dest_4                               7.96                 NOT USED  
20       H_9_origin_3                             F_19                                     7.28                 NOT USED  
21       H_9_origin_3                             H_8_dest_8                               11.68                NOT USED  
22       H_9_origin_3                             H_3_dest_5                               6.34                 NOT USED  
23       H_9_origin_3                             H_5_origin_4                             16.12                NOT USED  
24       H_9_origin_3                             H_2_origin_7                             24.37                NOT USED  
25       H_9_origin_3                             H_10_dest_1                              14.64                NOT USED  
27       H_9_origin_3                             H_4_origin_6                             7.29                 NOT USED  
28       H_9_origin_3                             H_16_dest_7                              24.29                NOT USED  
29       H_9_origin_3                             HUB_1                                    4.27                 NOT USED  
30       H_9_origin_3                             HUB_3                                    18.11                NOT USED  
31       H_9_origin_3                             H_17_origin_2                            27.00                NOT USED  
32       H_9_origin_3                             H_11_origin_5                            4.11                 NOT USED  
33       H_9_origin_3                             F_10                                     17.81                NOT USED  
34       H_9_origin_3                             H_9_origin_9                             0.00                 NOT USED  
35       H_9_origin_3                             H_1_origin_1                             13.59                NOT USED  
36       H_9_origin_3                             H_14_origin_8                            29.72                NOT USED  
37       H_9_origin_3                             H_6_dest_10                              4.85                 NOT USED  
38       H_9_origin_3                             H_6_dest_4                               4.85                 NOT USED  
39       H_5_origin_4                             F_19                                     8.93                 NOT USED  
40       H_5_origin_4                             H_9_origin_3                             16.12                NOT USED  
41       H_5_origin_4                             H_8_dest_8                               23.40                NOT USED  
42       H_5_origin_4                             H_3_dest_5                               11.93                NOT USED  
