NODES: 29
ARCS: 357

NODE
Idn                                      name                           x               y               Type           
HUB_1                                    Hub 1                          45.496583       9.140375        HUB            
HUB_2                                    Hub 2                          45.485933       8.906400        HUB            
H_11_origin_3                            Humanitas San Pio X Ospedale e Poliambulatorio 45.498700       9.189600        H_ORIGIN       
H_13_origin_4                            IRCCS Policlinico San Donato   45.412400       9.277200        H_ORIGIN       
H_1_origin_1                             IRCCS Ospedale Galeazzi - Sant'Ambrogio 45.527500       9.097100        H_ORIGIN       
H_1_origin_8                             IRCCS Ospedale Galeazzi - Sant'Ambrogio 45.527500       9.097100        H_ORIGIN       
H_20_origin_2                            Ospedale di Magenta            45.464700       8.883900        H_ORIGIN       
H_5_origin_5                             IRCCS Ospedale San Raffaele    45.512900       9.264400        H_ORIGIN       
H_7_origin_6                             Ospedale San Carlo Borromeo    45.470700       9.114500        H_ORIGIN       
H_8_origin_7                             Ospedale San Paolo             45.437900       9.159200        H_ORIGIN       
H_8_origin_9                             Ospedale San Paolo             45.437900       9.159200        H_ORIGIN       
H_9_origin_10                            Ospedale dei Bambini Vittore Buzzi 45.490200       9.166200        H_ORIGIN       
H_12_dest_9                              IRCCS Istituto Clinico Humanitas Research Hospital 45.378000       9.166200        H_DESTINATION  
H_14_dest_3                              Ospedale San Gerardo Monza     45.607100       9.258700        H_DESTINATION  
H_16_dest_6                              Ospedale di Garbagnate         45.587000       9.094000        H_DESTINATION  
H_16_dest_7                              Ospedale di Garbagnate         45.587000       9.094000        H_DESTINATION  
H_18_dest_4                              Ospedale di Abbiategrasso      45.398900       8.919700        H_DESTINATION  
H_18_dest_5                              Ospedale di Abbiategrasso      45.398900       8.919700        H_DESTINATION  
H_20_dest_8                              Ospedale di Magenta            45.464700       8.883900        H_DESTINATION  
H_2_dest_1                               Ospedale di Garbagnate Milanese 'Guido Salvini' - ASST Rhodense 45.587400       9.094000        H_DESTINATION  
H_7_dest_10                              Ospedale San Carlo Borromeo    45.470700       9.114500        H_DESTINATION  
H_8_dest_2                               Ospedale San Paolo             45.437900       9.159200        H_DESTINATION  
F_10                                     Facility 10                    45.453577       9.064646        FACILITY       
F_16                                     Facility 16                    45.504027       8.992697        FACILITY       
F_18                                     Facility 18                    45.504027       9.136595        FACILITY       
F_19                                     Facility 19                    45.504027       9.208544        FACILITY       
F_3                                      Facility 3                     45.403126       9.064646        FACILITY       
F_4                                      Facility 4                     45.403126       9.136595        FACILITY       
F_9                                      Facility 9                     45.453577       8.992697        FACILITY       

ARC
Ida      Idn_o                                    Idn_d                                    Avg_ttime[min.]      Label     
15       F_9                                      H_8_dest_2                               26.21                USED      
36       F_19                                     F_10                                     25.09                USED      
41       F_16                                     H_20_dest_8                              19.09                USED      
75       HUB_2                                    H_20_origin_2                            5.88                 USED      
77       H_5_origin_5                             F_19                                     8.93                 USED      
103      H_11_origin_3                            H_14_dest_3                              26.40                USED      
126      H_8_origin_7                             F_18                                     15.12                USED      
140      H_13_origin_4                            F_4                                      22.05                USED      
146      H_1_origin_8                             F_16                                     17.09                USED      
167      H_7_origin_6                             H_16_dest_6                              26.06                USED      
192      HUB_1                                    H_8_origin_7                             13.38                USED      
193      HUB_1                                    H_13_origin_4                            28.39                USED      
197      HUB_1                                    H_7_origin_6                             7.03                 USED      
199      HUB_1                                    H_9_origin_10                            4.27                 USED      
206      HUB_1                                    H_1_origin_1                             9.63                 USED      
221      H_9_origin_10                            H_7_dest_10                              9.15                 USED      
243      F_4                                      F_3                                      11.23                USED      
266      F_3                                      H_18_dest_4                              22.65                USED      
277      F_18                                     H_16_dest_7                              19.61                USED      
295      F_10                                     H_18_dest_5                              25.68                USED      
325      H_1_origin_1                             H_2_dest_1                               13.33                USED      
339      H_8_origin_9                             H_12_dest_9                              13.37                USED      
351      H_20_origin_2                            F_9                                      17.15                USED      
1        F_9                                      F_16                                     11.22                NOT USED  
2        F_9                                      H_20_dest_8                              17.15                NOT USED  
3        F_9                                      HUB_2                                    15.26                NOT USED  
4        F_9                                      H_18_dest_5                              16.66                NOT USED  
5        F_9                                      H_8_origin_7                             26.21                NOT USED  
6        F_9                                      H_1_origin_8                             23.13                NOT USED  
7        F_9                                      H_7_origin_6                             19.38                NOT USED  
8        F_9                                      H_7_dest_10                              19.38                NOT USED  
9        F_9                                      HUB_1                                    24.94                NOT USED  
10       F_9                                      H_9_origin_10                            28.26                NOT USED  
11       F_9                                      F_4                                      25.11                NOT USED  
12       F_9                                      F_3                                      15.87                NOT USED  
13       F_9                                      F_18                                     25.09                NOT USED  
14       F_9                                      F_10                                     11.22                NOT USED  
16       F_9                                      H_1_origin_1                             23.13                NOT USED  
17       F_9                                      H_8_origin_9                             26.21                NOT USED  
18       F_9                                      H_20_origin_2                            17.15                NOT USED  
19       F_9                                      H_18_dest_4                              16.66                NOT USED  
20       F_19                                     H_16_dest_6                              25.67                NOT USED  
21       F_19                                     H_5_origin_5                             8.93                 NOT USED  
22       F_19                                     H_11_origin_3                            3.18                 NOT USED  
23       F_19                                     H_8_origin_7                             16.60                NOT USED  
24       F_19                                     H_13_origin_4                            23.02                NOT USED  
25       F_19                                     H_12_dest_9                              28.80                NOT USED  
26       F_19                                     H_1_origin_8                             18.13                NOT USED  
27       F_19                                     H_16_dest_7                              25.67                NOT USED  
28       F_19                                     H_7_origin_6                             16.43                NOT USED  
29       F_19                                     H_7_dest_10                              16.43                NOT USED  
30       F_19                                     HUB_1                                    10.75                NOT USED  
31       F_19                                     H_9_origin_10                            7.28                 NOT USED  
32       F_19                                     H_14_dest_3                              24.22                NOT USED  
33       F_19                                     H_2_dest_1                               25.73                NOT USED  
34       F_19                                     F_4                                      25.09                NOT USED  
35       F_19                                     F_18                                     11.21                NOT USED  
37       F_19                                     H_8_dest_2                               16.60                NOT USED  
38       F_19                                     H_1_origin_1                             18.13                NOT USED  
39       F_19                                     H_8_origin_9                             16.60                NOT USED  
40       F_16                                     F_9                                      11.22                NOT USED  
42       F_16                                     H_16_dest_6                              24.28                NOT USED  
43       F_16                                     HUB_2                                    14.04                NOT USED  
44       F_16                                     H_18_dest_5                              26.01                NOT USED  
45       F_16                                     H_8_origin_7                             29.84                NOT USED  
46       F_16                                     H_1_origin_8                             17.09                NOT USED  
47       F_16                                     H_16_dest_7                              24.28                NOT USED  
48       F_16                                     H_7_origin_6                             20.39                NOT USED  
49       F_16                                     H_7_dest_10                              20.39                NOT USED  
50       F_16                                     HUB_1                                    23.08                NOT USED  
51       F_16                                     H_9_origin_10                            27.22                NOT USED  
52       F_16                                     H_2_dest_1                               24.35                NOT USED  
53       F_16                                     F_3                                      25.09                NOT USED  
54       F_16                                     F_18                                     22.43                NOT USED  
55       F_16                                     F_10                                     15.87                NOT USED  
56       F_16                                     H_8_dest_2                               29.84                NOT USED  
57       F_16                                     H_1_origin_1                             17.09                NOT USED  
58       F_16                                     H_8_origin_9                             29.84                NOT USED  
59       F_16                                     H_20_origin_2                            19.09                NOT USED  
60       F_16                                     H_18_dest_4                              26.01                NOT USED  
61       HUB_2                                    F_9                                      15.26                NOT USED  
62       HUB_2                                    F_16                                     14.04                NOT USED  
63       HUB_2                                    H_20_dest_8                              5.88                 NOT USED  
64       HUB_2                                    H_5_origin_5                             56.13                NOT USED  
65       HUB_2                                    H_18_dest_5                              19.47                NOT USED  
66       HUB_2                                    H_11_origin_3                            44.24                NOT USED  
67       HUB_2                                    H_8_origin_7                             40.85                NOT USED  
68       HUB_2                                    H_13_origin_4                            60.12                NOT USED  
69       HUB_2                                    H_1_origin_8                             31.13                NOT USED  
70       HUB_2                                    H_7_origin_6                             32.63                NOT USED  
71       HUB_2                                    H_9_origin_10                            40.52                NOT USED  
72       HUB_2                                    F_10                                     25.71                NOT USED  
73       HUB_2                                    H_1_origin_1                             31.13                NOT USED  
74       HUB_2                                    H_8_origin_9                             40.85                NOT USED  
76       HUB_2                                    H_18_dest_4                              19.47                NOT USED  
78       H_5_origin_5                             H_11_origin_3                            12.08                NOT USED  
79       H_5_origin_5                             H_8_origin_7                             23.40                NOT USED  
80       H_5_origin_5                             H_13_origin_4                            22.44                NOT USED  
81       H_5_origin_5                             H_1_origin_8                             26.27                NOT USED  
82       H_5_origin_5                             H_7_origin_6                             25.18                NOT USED  
83       H_5_origin_5                             H_7_dest_10                              25.18                NOT USED  
84       H_5_origin_5                             HUB_1                                    19.67                NOT USED  
85       H_5_origin_5                             H_9_origin_10                            16.12                NOT USED  
86       H_5_origin_5                             H_14_dest_3                              20.97                NOT USED  
87       H_5_origin_5                             F_18                                     20.02                NOT USED  
88       H_5_origin_5                             H_8_dest_2                               23.40                NOT USED  
89       H_5_origin_5                             H_1_origin_1                             26.27                NOT USED  
90       H_5_origin_5                             H_8_origin_9                             23.40                NOT USED  
91       H_11_origin_3                            F_19                                     3.18                 NOT USED  
92       H_11_origin_3                            H_16_dest_6                              24.64                NOT USED  
93       H_11_origin_3                            H_5_origin_5                             12.08                NOT USED  
94       H_11_origin_3                            H_8_origin_7                             14.33                NOT USED  
95       H_11_origin_3                            H_13_origin_4                            23.56                NOT USED  
96       H_11_origin_3                            H_12_dest_9                              27.09                NOT USED  
97       H_11_origin_3                            H_1_origin_8                             15.77                NOT USED  
98       H_11_origin_3                            H_16_dest_7                              24.64                NOT USED  
99       H_11_origin_3                            H_7_origin_6                             13.26                NOT USED  
100      H_11_origin_3                            H_7_dest_10                              13.26                NOT USED  
101      H_11_origin_3                            HUB_1                                    7.69                 NOT USED  
102      H_11_origin_3                            H_9_origin_10                            4.11                 NOT USED  
104      H_11_origin_3                            H_2_dest_1                               24.72                NOT USED  
105      H_11_origin_3                            F_4                                      22.81                NOT USED  
106      H_11_origin_3                            F_3                                      28.84                NOT USED  
107      H_11_origin_3                            F_18                                     8.35                 NOT USED  
108      H_11_origin_3                            F_10                                     21.92                NOT USED  
109      H_11_origin_3                            H_8_dest_2                               14.33                NOT USED  
110      H_11_origin_3                            H_1_origin_1                             15.77                NOT USED  
111      H_11_origin_3                            H_8_origin_9                             14.33                NOT USED  
112      H_8_origin_7                             F_9                                      26.21                NOT USED  
113      H_8_origin_7                             F_19                                     16.60                NOT USED  
114      H_8_origin_7                             F_16                                     29.84                NOT USED  
115      H_8_origin_7                             H_5_origin_5                             23.40                NOT USED  
116      H_8_origin_7                             H_11_origin_3                            14.33                NOT USED  
117      H_8_origin_7                             H_13_origin_4                            19.27                NOT USED  
118      H_8_origin_7                             H_12_dest_9                              13.37                NOT USED  
119      H_8_origin_7                             H_1_origin_8                             22.15                NOT USED  
120      H_8_origin_7                             H_7_origin_6                             10.09                NOT USED  
121      H_8_origin_7                             H_7_dest_10                              10.09                NOT USED  
122      H_8_origin_7                             HUB_1                                    13.38                NOT USED  
123      H_8_origin_7                             H_9_origin_10                            11.68                NOT USED  
124      H_8_origin_7                             F_4                                      8.50                 NOT USED  
125      H_8_origin_7                             F_3                                      16.66                NOT USED  
127      H_8_origin_7                             F_10                                     15.16                NOT USED  
128      H_8_origin_7                             H_8_dest_2                               0.00                 NOT USED  
129      H_8_origin_7                             H_1_origin_1                             22.15                NOT USED  
130      H_8_origin_7                             H_8_origin_9                             0.00                 NOT USED  
131      H_13_origin_4                            F_19                                     23.02                NOT USED  
132      H_13_origin_4                            H_5_origin_5                             22.44                NOT USED  
133      H_13_origin_4                            H_11_origin_3                            23.56                NOT USED  
134      H_13_origin_4                            H_8_origin_7                             19.27                NOT USED  
135      H_13_origin_4                            H_12_dest_9                              18.95                NOT USED  
136      H_13_origin_4                            H_7_origin_6                             28.51                NOT USED  
137      H_13_origin_4                            H_7_dest_10                              28.51                NOT USED  
138      H_13_origin_4                            HUB_1                                    28.39                NOT USED  
139      H_13_origin_4                            H_9_origin_10                            24.48                NOT USED  
141      H_13_origin_4                            F_18                                     29.94                NOT USED  
142      H_13_origin_4                            H_8_dest_2                               19.27                NOT USED  
143      H_13_origin_4                            H_8_origin_9                             19.27                NOT USED  
144      H_1_origin_8                             F_9                                      23.13                NOT USED  
145      H_1_origin_8                             F_19                                     18.13                NOT USED  
147      H_1_origin_8                             H_16_dest_6                              13.24                NOT USED  
148      H_1_origin_8                             H_5_origin_5                             26.27                NOT USED  
149      H_1_origin_8                             H_11_origin_3                            15.77                NOT USED  
150      H_1_origin_8                             H_8_origin_7                             22.15                NOT USED  
151      H_1_origin_8                             H_16_dest_7                              13.24                NOT USED  
152      H_1_origin_8                             H_7_origin_6                             12.92                NOT USED  
153      H_1_origin_8                             H_7_dest_10                              12.92                NOT USED  
154      H_1_origin_8                             HUB_1                                    9.63                 NOT USED  
155      H_1_origin_8                             H_9_origin_10                            13.59                NOT USED  
156      H_1_origin_8                             H_2_dest_1                               13.33                NOT USED  
157      H_1_origin_8                             F_4                                      28.34                NOT USED  
158      H_1_origin_8                             F_3                                      28.12                NOT USED  
159      H_1_origin_8                             F_18                                     8.07                 NOT USED  
160      H_1_origin_8                             F_10                                     17.20                NOT USED  
161      H_1_origin_8                             H_8_dest_2                               22.15                NOT USED  
162      H_1_origin_8                             H_1_origin_1                             0.00                 NOT USED  
