NODES: 27
ARCS: 271

NODE
Idn                                      name                           x               y               Type           
HUB_1                                    Hub 1                          45.496583       9.140375        HUB            
H_13_origin_2                            IRCCS Policlinico San Donato   45.412400       9.277200        H_ORIGIN       
H_14_origin_9                            Ospedale San Gerardo Monza     45.607100       9.258700        H_ORIGIN       
H_15_origin_1                            Ospedale di Rho                45.530600       9.036700        H_ORIGIN       
H_16_origin_4                            Ospedale di Garbagnate         45.587000       9.094000        H_ORIGIN       
H_17_origin_7                            Ospedale di Cernusco sul Naviglio 45.525000       9.332200        H_ORIGIN       
H_1_origin_3                             IRCCS Ospedale Galeazzi - Sant'Ambrogio 45.527500       9.097100        H_ORIGIN       
H_20_origin_10                           Ospedale di Magenta            45.464700       8.883900        H_ORIGIN       
H_22_origin_6                            Ospedale di Desio              45.622200       9.210600        H_ORIGIN       
H_4_origin_5                             Ospedale Maggiore Policlinico di Milano 45.464200       9.194700        H_ORIGIN       
H_4_origin_8                             Ospedale Maggiore Policlinico di Milano 45.464200       9.194700        H_ORIGIN       
H_15_dest_4                              Ospedale di Rho                45.530600       9.036700        H_DESTINATION  
H_16_dest_6                              Ospedale di Garbagnate         45.587000       9.094000        H_DESTINATION  
H_19_dest_7                              Ospedale di Legnano            45.594200       8.915600        H_DESTINATION  
H_19_dest_8                              Ospedale di Legnano            45.594200       8.915600        H_DESTINATION  
H_1_dest_10                              IRCCS Ospedale Galeazzi - Sant'Ambrogio 45.527500       9.097100        H_DESTINATION  
H_20_dest_2                              Ospedale di Magenta            45.464700       8.883900        H_DESTINATION  
H_3_dest_1                               ASST Grande Ospedale Metropolitano Niguarda 45.514300       9.187900        H_DESTINATION  
H_3_dest_3                               ASST Grande Ospedale Metropolitano Niguarda 45.514300       9.187900        H_DESTINATION  
H_5_dest_5                               IRCCS Ospedale San Raffaele    45.512900       9.264400        H_DESTINATION  
H_6_dest_9                               Ospedale Fatebenefratelli      45.472500       9.184400        H_DESTINATION  
F_10                                     Facility 10                    45.453577       9.064646        FACILITY       
