NODES: 27
ARCS: 308

NODE
Idn                                      name                           x               y               Type           
HUB_1                                    Hub 1                          41.885827       12.479255       HUB            
HUB_2                                    Hub 2                          41.823184       12.630799       HUB            
H_12_origin_8                            Policlinico Casilino           41.875800       12.575800       H_ORIGIN       
H_17_origin_7                            Ospedale San Sebastiano Frascati 41.808900       12.680600       H_ORIGIN       
H_18_origin_10                           Ospedale di Marino             41.770300       12.661400       H_ORIGIN       
H_1_origin_6                             Policlinico Umberto I          41.905400       12.510900       H_ORIGIN       
H_2_origin_4                             Policlinico Gemelli            41.931900       12.427900       H_ORIGIN       
H_3_origin_5                             Ospedale San Camillo           41.869700       12.465400       H_ORIGIN       
H_4_origin_2                             Ospedale Fatebenefratelli Isola Tiberina 41.891000       12.477500       H_ORIGIN       
H_4_origin_9                             Ospedale Fatebenefratelli Isola Tiberina 41.891000       12.477500       H_ORIGIN       
H_6_origin_1                             Ospedale Pertini               41.918900       12.556100       H_ORIGIN       
H_6_origin_3                             Ospedale Pertini               41.918900       12.556100       H_ORIGIN       
H_10_dest_1                              Aurelia Hospital               41.888700       12.397600       H_DESTINATION  
H_14_dest_7                              Ospedale Grassi - Ostia        41.732800       12.277800       H_DESTINATION  
H_16_dest_8                              Poliambulatorio Acilia         41.755300       12.354700       H_DESTINATION  
H_18_dest_6                              Ospedale di Marino             41.770300       12.661400       H_DESTINATION  
H_1_dest_4                               Policlinico Umberto I          41.905400       12.510900       H_DESTINATION  
H_3_dest_9                               Ospedale San Camillo           41.869700       12.465400       H_DESTINATION  
H_7_dest_2                               Ospedale Sant'Eugenio          41.831700       12.490800       H_DESTINATION  
H_8_dest_5                               Istituto Regina Elena IFO      41.825600       12.425300       H_DESTINATION  
H_9_dest_10                              Tiberia Hospital               41.953300       12.559100       H_DESTINATION  
H_9_dest_3                               Tiberia Hospital               41.953300       12.559100       H_DESTINATION  
F_11                                     Facility 11                    41.778476       12.532713       FACILITY       
F_17                                     Facility 17                    41.828926       12.464929       FACILITY       
F_19                                     Facility 19                    41.828926       12.600497       FACILITY       
F_26                                     Facility 26                    41.879377       12.600497       FACILITY       
F_9                                      Facility 9                     41.778476       12.397144       FACILITY       

ARC
Ida      Idn_o                                    Idn_d                                    Avg_ttime[min.]      Label     
10       H_3_origin_5                             H_8_dest_5                               11.85                USED      
38       F_11                                     F_9                                      22.48                USED      
60       H_12_origin_8                            F_17                                     21.12                USED      
69       H_18_origin_10                           F_26                                     26.27                USED      
85       H_4_origin_9                             H_3_dest_9                               5.14                 USED      
99       H_4_origin_2                             H_7_dest_2                               13.37                USED      
115      HUB_2                                    H_12_origin_8                            14.83                USED      
126      HUB_2                                    H_17_origin_7                            8.84                 USED      
150      H_6_origin_1                             H_10_dest_1                              27.08                USED      
152      H_6_origin_3                             H_9_dest_3                               7.67                 USED      
182      H_1_origin_6                             F_19                                     22.57                USED      
210      F_19                                     H_18_dest_6                              16.49                USED      
223      H_2_origin_4                             H_1_dest_4                               14.95                USED      
227      H_17_origin_7                            F_11                                     25.44                USED      
234      HUB_1                                    H_3_origin_5                             4.26                 USED      
239      HUB_1                                    H_4_origin_9                             1.19                 USED      
242      HUB_1                                    H_6_origin_1                             14.69                USED      
247      HUB_1                                    H_1_origin_6                             6.81                 USED      
249      HUB_1                                    H_2_origin_4                             13.31                USED      
261      F_17                                     H_16_dest_8                              24.54                USED      
280      F_9                                      H_14_dest_7                              22.25                USED      
299      F_26                                     H_9_dest_10                              17.81                USED      
1        H_3_origin_5                             H_9_dest_3                               24.21                NOT USED  
2        H_3_origin_5                             F_11                                     23.15                NOT USED  
3        H_3_origin_5                             H_12_origin_8                            18.33                NOT USED  
4        H_3_origin_5                             H_4_origin_9                             5.14                 NOT USED  
5        H_3_origin_5                             H_4_origin_2                             5.14                 NOT USED  
6        H_3_origin_5                             HUB_2                                    29.29                NOT USED  
7        H_3_origin_5                             H_6_origin_1                             18.58                NOT USED  
8        H_3_origin_5                             H_7_dest_2                               9.44                 NOT USED  
9        H_3_origin_5                             H_9_dest_10                              24.21                NOT USED  
11       H_3_origin_5                             H_6_origin_3                             18.58                NOT USED  
12       H_3_origin_5                             H_1_origin_6                             10.94                NOT USED  
13       H_3_origin_5                             F_19                                     24.15                NOT USED  
14       H_3_origin_5                             H_2_origin_4                             15.16                NOT USED  
15       H_3_origin_5                             H_3_dest_9                               0.00                 NOT USED  
16       H_3_origin_5                             H_1_dest_4                               10.94                NOT USED  
17       H_3_origin_5                             HUB_1                                    4.26                 NOT USED  
18       H_3_origin_5                             F_17                                     9.07                 NOT USED  
19       H_3_origin_5                             F_9                                      23.23                NOT USED  
20       H_3_origin_5                             F_26                                     22.47                NOT USED  
21       H_3_origin_5                             H_10_dest_1                              12.00                NOT USED  
22       F_11                                     H_3_origin_5                             23.15                NOT USED  
23       F_11                                     H_12_origin_8                            22.79                NOT USED  
24       F_11                                     H_18_origin_10                           21.42                NOT USED  
25       F_11                                     H_4_origin_9                             26.64                NOT USED  
26       F_11                                     H_16_dest_8                              29.97                NOT USED  
27       F_11                                     H_4_origin_2                             26.64                NOT USED  
28       F_11                                     HUB_2                                    19.06                NOT USED  
29       F_11                                     H_7_dest_2                               13.73                NOT USED  
30       F_11                                     H_8_dest_5                               20.66                NOT USED  
31       F_11                                     H_1_origin_6                             28.46                NOT USED  
32       F_11                                     F_19                                     15.88                NOT USED  
33       F_11                                     H_3_dest_9                               23.15                NOT USED  
34       F_11                                     H_17_origin_7                            25.44                NOT USED  
35       F_11                                     H_1_dest_4                               28.46                NOT USED  
36       F_11                                     HUB_1                                    25.46                NOT USED  
37       F_11                                     F_17                                     15.88                NOT USED  
39       F_11                                     F_26                                     25.09                NOT USED  
40       F_11                                     H_18_dest_6                              21.42                NOT USED  
41       H_12_origin_8                            H_3_origin_5                             18.33                NOT USED  
42       H_12_origin_8                            H_9_dest_3                               17.46                NOT USED  
43       H_12_origin_8                            F_11                                     22.79                NOT USED  
44       H_12_origin_8                            H_18_origin_10                           27.42                NOT USED  
45       H_12_origin_8                            H_4_origin_9                             16.62                NOT USED  
46       H_12_origin_8                            H_4_origin_2                             16.62                NOT USED  
47       H_12_origin_8                            HUB_2                                    14.83                NOT USED  
48       H_12_origin_8                            H_6_origin_1                             10.12                NOT USED  
49       H_12_origin_8                            H_7_dest_2                               17.16                NOT USED  
50       H_12_origin_8                            H_9_dest_10                              17.46                NOT USED  
51       H_12_origin_8                            H_8_dest_5                               27.32                NOT USED  
52       H_12_origin_8                            H_6_origin_3                             10.12                NOT USED  
53       H_12_origin_8                            H_1_origin_6                             12.60                NOT USED  
54       H_12_origin_8                            F_19                                     11.20                NOT USED  
55       H_12_origin_8                            H_2_origin_4                             27.48                NOT USED  
56       H_12_origin_8                            H_3_dest_9                               18.33                NOT USED  
57       H_12_origin_8                            H_17_origin_7                            22.87                NOT USED  
58       H_12_origin_8                            H_1_dest_4                               12.60                NOT USED  
59       H_12_origin_8                            HUB_1                                    16.14                NOT USED  
61       H_12_origin_8                            F_26                                     4.17                 NOT USED  
